id_pedido,probabilidad_completado,prediccion,estado_predicho,real
89182,0.7333333333333333,1,COMPLETE,CANCELED
85322,0.7333333333333333,1,COMPLETE,CANCELED
52743,0.6666666666666666,1,COMPLETE,CANCELED
67736,0.4666666666666667,0,CANCELED,COMPLETE
140237,0.6666666666666666,1,COMPLETE,COMPLETE
110759,0.6,1,COMPLETE,COMPLETE
82648,0.6666666666666666,1,COMPLETE,COMPLETE
12885,0.8,1,COMPLETE,COMPLETE
102089,0.6666666666666666,1,COMPLETE,COMPLETE
140229,0.5333333333333333,1,COMPLETE,COMPLETE
29627,0.6,1,COMPLETE,CANCELED
100055,0.9333333333333333,1,COMPLETE,CANCELED
15279,0.6666666666666666,1,COMPLETE,CANCELED
89701,0.6,1,COMPLETE,CANCELED
29043,0.6666666666666666,1,COMPLETE,CANCELED
128354,0.0,0,CANCELED,CANCELED
146943,0.8,1,COMPLETE,COMPLETE
99030,0.6666666666666666,1,COMPLETE,CANCELED
50037,0.5333333333333333,1,COMPLETE,COMPLETE
39628,0.8,1,COMPLETE,CANCELED
84058,0.6666666666666666,1,COMPLETE,CANCELED
74879,0.7333333333333333,1,COMPLETE,COMPLETE
67157,0.5333333333333333,1,COMPLETE,COMPLETE
108622,0.6666666666666666,1,COMPLETE,COMPLETE
119633,0.6666666666666666,1,COMPLETE,COMPLETE
51696,0.8,1,COMPLETE,CANCELED
126440,0.7333333333333333,1,COMPLETE,COMPLETE
129537,0.6,1,COMPLETE,COMPLETE
16028,0.7333333333333333,1,COMPLETE,COMPLETE
83431,0.8,1,COMPLETE,CANCELED
70492,0.7333333333333333,1,COMPLETE,COMPLETE
37924,0.6,1,COMPLETE,COMPLETE
4466,0.6666666666666666,1,COMPLETE,COMPLETE
53382,0.6,1,COMPLETE,CANCELED
99295,0.4666666666666667,0,CANCELED,CANCELED
78007,0.6,1,COMPLETE,COMPLETE
140657,0.6666666666666666,1,COMPLETE,COMPLETE
90079,0.4666666666666667,0,CANCELED,COMPLETE
38496,0.5333333333333333,1,COMPLETE,COMPLETE
58437,0.6,1,COMPLETE,COMPLETE
138515,0.6,1,COMPLETE,COMPLETE
9410,0.6,1,COMPLETE,COMPLETE
57948,0.7333333333333333,1,COMPLETE,COMPLETE
101245,0.8666666666666667,1,COMPLETE,CANCELED
20247,0.7333333333333333,1,COMPLETE,CANCELED
116758,0.7333333333333333,1,COMPLETE,COMPLETE
21621,0.5333333333333333,1,COMPLETE,CANCELED
38003,0.6666666666666666,1,COMPLETE,COMPLETE
151050,0.8,1,COMPLETE,COMPLETE
82780,0.6,1,COMPLETE,COMPLETE
5503,0.7333333333333333,1,COMPLETE,COMPLETE
134158,0.6666666666666666,1,COMPLETE,COMPLETE
5248,0.8666666666666667,1,COMPLETE,COMPLETE
109550,0.7333333333333333,1,COMPLETE,COMPLETE
79115,0.6666666666666666,1,COMPLETE,COMPLETE
125061,0.6666666666666666,1,COMPLETE,COMPLETE
88614,0.6,1,COMPLETE,CANCELED
13481,0.8,1,COMPLETE,CANCELED
68760,0.0,0,CANCELED,CANCELED
48425,0.5333333333333333,1,COMPLETE,COMPLETE
26294,0.7333333333333333,1,COMPLETE,COMPLETE
29237,0.6666666666666666,1,COMPLETE,CANCELED
91930,0.6,1,COMPLETE,COMPLETE
148479,0.6666666666666666,1,COMPLETE,COMPLETE
49430,0.6666666666666666,1,COMPLETE,COMPLETE
97341,0.0,0,CANCELED,CANCELED
48668,0.8,1,COMPLETE,COMPLETE
50966,0.6,1,COMPLETE,CANCELED
146051,0.8666666666666667,1,COMPLETE,CANCELED
78408,0.5333333333333333,1,COMPLETE,COMPLETE
54461,0.8,1,COMPLETE,CANCELED
23309,0.6666666666666666,1,COMPLETE,CANCELED
131783,0.6,1,COMPLETE,CANCELED
86308,0.6666666666666666,1,COMPLETE,COMPLETE
25665,0.6666666666666666,1,COMPLETE,CANCELED
85767,0.0,0,CANCELED,CANCELED
299,0.7333333333333333,1,COMPLETE,COMPLETE
80555,0.4666666666666667,0,CANCELED,COMPLETE
46143,0.9333333333333333,1,COMPLETE,CANCELED
121362,0.4,0,CANCELED,COMPLETE
55727,0.8,1,COMPLETE,COMPLETE
20529,0.7333333333333333,1,COMPLETE,COMPLETE
135416,0.7333333333333333,1,COMPLETE,COMPLETE
104594,0.6666666666666666,1,COMPLETE,CANCELED
3507,0.8,1,COMPLETE,CANCELED
81181,0.6,1,COMPLETE,COMPLETE
78876,0.8,1,COMPLETE,COMPLETE
4870,0.3333333333333333,0,CANCELED,CANCELED
29686,0.6666666666666666,1,COMPLETE,CANCELED
27198,0.6666666666666666,1,COMPLETE,CANCELED
106521,0.6,1,COMPLETE,COMPLETE
45498,0.7333333333333333,1,COMPLETE,COMPLETE
95387,0.6666666666666666,1,COMPLETE,CANCELED
62674,0.8,1,COMPLETE,COMPLETE
124348,0.6666666666666666,1,COMPLETE,CANCELED
96166,0.8,1,COMPLETE,COMPLETE
50452,0.5333333333333333,1,COMPLETE,COMPLETE
19071,0.6666666666666666,1,COMPLETE,COMPLETE
14975,0.5333333333333333,1,COMPLETE,CANCELED
92367,0.6666666666666666,1,COMPLETE,COMPLETE
13596,0.6,1,COMPLETE,CANCELED
36826,0.6,1,COMPLETE,COMPLETE
118210,0.6666666666666666,1,COMPLETE,CANCELED
143858,0.5333333333333333,1,COMPLETE,CANCELED
13056,0.4666666666666667,0,CANCELED,CANCELED
100921,0.7333333333333333,1,COMPLETE,COMPLETE
108251,0.4666666666666667,0,CANCELED,COMPLETE
50267,0.7333333333333333,1,COMPLETE,CANCELED
57274,0.6666666666666666,1,COMPLETE,COMPLETE
17447,0.5333333333333333,1,COMPLETE,COMPLETE
88573,0.8666666666666667,1,COMPLETE,COMPLETE
67511,0.9333333333333333,1,COMPLETE,CANCELED
75679,0.6666666666666666,1,COMPLETE,COMPLETE
42403,0.8666666666666667,1,COMPLETE,COMPLETE
37943,0.6666666666666666,1,COMPLETE,COMPLETE
123469,0.7333333333333333,1,COMPLETE,COMPLETE
68830,0.4666666666666667,0,CANCELED,COMPLETE
49266,0.7333333333333333,1,COMPLETE,COMPLETE
70353,0.6666666666666666,1,COMPLETE,CANCELED
129905,0.6666666666666666,1,COMPLETE,COMPLETE
125411,0.4666666666666667,0,CANCELED,CANCELED
69571,0.4,0,CANCELED,COMPLETE
97373,0.5333333333333333,1,COMPLETE,COMPLETE
78682,0.9333333333333333,1,COMPLETE,CANCELED
82807,0.6,1,COMPLETE,COMPLETE
76133,0.5333333333333333,1,COMPLETE,COMPLETE
134904,0.7333333333333333,1,COMPLETE,CANCELED
147695,0.5333333333333333,1,COMPLETE,COMPLETE
10067,0.6666666666666666,1,COMPLETE,CANCELED
130312,0.6,1,COMPLETE,COMPLETE
48576,0.8,1,COMPLETE,CANCELED
102870,0.7333333333333333,1,COMPLETE,COMPLETE
130857,0.0,0,CANCELED,CANCELED
97471,0.6,1,COMPLETE,COMPLETE
95431,0.9333333333333333,1,COMPLETE,CANCELED
140698,0.6,1,COMPLETE,COMPLETE
60957,0.6666666666666666,1,COMPLETE,COMPLETE
88449,0.7333333333333333,1,COMPLETE,CANCELED
7290,0.7333333333333333,1,COMPLETE,COMPLETE
27092,0.7333333333333333,1,COMPLETE,CANCELED
6317,0.8,1,COMPLETE,COMPLETE
139545,0.8666666666666667,1,COMPLETE,COMPLETE
148677,0.5333333333333333,1,COMPLETE,CANCELED
25049,0.8,1,COMPLETE,COMPLETE
148504,0.7333333333333333,1,COMPLETE,COMPLETE
57087,0.6666666666666666,1,COMPLETE,COMPLETE
79161,0.4,0,CANCELED,COMPLETE
89648,0.8666666666666667,1,COMPLETE,CANCELED
64908,0.6,1,COMPLETE,CANCELED
111770,0.8666666666666667,1,COMPLETE,COMPLETE
37441,0.4666666666666667,0,CANCELED,COMPLETE
3427,0.8666666666666667,1,COMPLETE,COMPLETE
49088,0.7333333333333333,1,COMPLETE,COMPLETE
138609,0.5333333333333333,1,COMPLETE,COMPLETE
28346,0.6,1,COMPLETE,CANCELED
116241,0.7333333333333333,1,COMPLETE,COMPLETE
13025,0.4666666666666667,0,CANCELED,CANCELED
125771,0.6,1,COMPLETE,CANCELED
1633,0.8,1,COMPLETE,COMPLETE
108597,0.7333333333333333,1,COMPLETE,COMPLETE
6513,0.6666666666666666,1,COMPLETE,CANCELED
7463,0.6666666666666666,1,COMPLETE,COMPLETE
39989,0.6,1,COMPLETE,COMPLETE
31172,0.8666666666666667,1,COMPLETE,COMPLETE
89048,0.6,1,COMPLETE,COMPLETE
98285,0.6666666666666666,1,COMPLETE,COMPLETE
20465,0.7333333333333333,1,COMPLETE,CANCELED
13810,0.8,1,COMPLETE,CANCELED
44920,0.5333333333333333,1,COMPLETE,CANCELED
39359,0.7333333333333333,1,COMPLETE,COMPLETE
86168,0.6666666666666666,1,COMPLETE,CANCELED
67393,0.5333333333333333,1,COMPLETE,CANCELED
144109,0.7333333333333333,1,COMPLETE,CANCELED
8379,0.6666666666666666,1,COMPLETE,COMPLETE
45552,0.6666666666666666,1,COMPLETE,COMPLETE
112397,0.7333333333333333,1,COMPLETE,COMPLETE
73934,0.7333333333333333,1,COMPLETE,COMPLETE
135639,0.7333333333333333,1,COMPLETE,COMPLETE
67953,0.4666666666666667,0,CANCELED,CANCELED
139798,0.8666666666666667,1,COMPLETE,COMPLETE
77622,0.6666666666666666,1,COMPLETE,COMPLETE
130524,0.6,1,COMPLETE,COMPLETE
46651,0.0,0,CANCELED,CANCELED
114488,0.6,1,COMPLETE,COMPLETE
143949,0.0,0,CANCELED,CANCELED
116010,0.7333333333333333,1,COMPLETE,CANCELED
36189,0.7333333333333333,1,COMPLETE,COMPLETE
129811,0.6,1,COMPLETE,COMPLETE
34790,0.5333333333333333,1,COMPLETE,COMPLETE
101434,0.8,1,COMPLETE,COMPLETE
3547,0.6,1,COMPLETE,CANCELED
13472,0.4666666666666667,0,CANCELED,CANCELED
150630,0.7333333333333333,1,COMPLETE,COMPLETE
69768,0.8,1,COMPLETE,COMPLETE
143469,0.6666666666666666,1,COMPLETE,COMPLETE
132482,0.7333333333333333,1,COMPLETE,CANCELED
118081,0.8666666666666667,1,COMPLETE,CANCELED
79852,0.8,1,COMPLETE,COMPLETE
135328,0.8,1,COMPLETE,CANCELED
86389,0.0,0,CANCELED,CANCELED
70163,0.8,1,COMPLETE,COMPLETE
76496,0.7333333333333333,1,COMPLETE,COMPLETE
149784,0.5333333333333333,1,COMPLETE,CANCELED
19427,0.6666666666666666,1,COMPLETE,CANCELED
33529,0.4,0,CANCELED,COMPLETE
94183,0.6666666666666666,1,COMPLETE,CANCELED
27970,0.6666666666666666,1,COMPLETE,CANCELED
66285,0.8666666666666667,1,COMPLETE,CANCELED
73288,0.9333333333333333,1,COMPLETE,CANCELED
92306,0.6666666666666666,1,COMPLETE,COMPLETE
41580,0.6666666666666666,1,COMPLETE,COMPLETE
104277,0.4666666666666667,0,CANCELED,COMPLETE
59509,0.0,0,CANCELED,CANCELED
76767,0.7333333333333333,1,COMPLETE,COMPLETE
124851,0.7333333333333333,1,COMPLETE,COMPLETE
49819,0.7333333333333333,1,COMPLETE,COMPLETE
93187,0.4666666666666667,0,CANCELED,COMPLETE
128219,0.6,1,COMPLETE,COMPLETE
115045,0.7333333333333333,1,COMPLETE,COMPLETE
4545,0.8,1,COMPLETE,COMPLETE
102966,0.6,1,COMPLETE,COMPLETE
12663,0.6666666666666666,1,COMPLETE,COMPLETE
64573,0.0,0,CANCELED,CANCELED
74152,0.6,1,COMPLETE,COMPLETE
72284,0.4666666666666667,0,CANCELED,COMPLETE
52947,0.4666666666666667,0,CANCELED,CANCELED
27165,0.6666666666666666,1,COMPLETE,COMPLETE
128407,0.8,1,COMPLETE,CANCELED
22458,0.8666666666666667,1,COMPLETE,COMPLETE
35970,0.6666666666666666,1,COMPLETE,COMPLETE
98985,0.5333333333333333,1,COMPLETE,CANCELED
72770,0.6,1,COMPLETE,COMPLETE
109459,0.6,1,COMPLETE,COMPLETE
90345,0.6666666666666666,1,COMPLETE,COMPLETE
48429,0.6,1,COMPLETE,COMPLETE
36848,0.6666666666666666,1,COMPLETE,COMPLETE
137468,0.8,1,COMPLETE,COMPLETE
35754,0.7333333333333333,1,COMPLETE,COMPLETE
45987,0.8,1,COMPLETE,COMPLETE
66304,0.7333333333333333,1,COMPLETE,CANCELED
141300,0.6,1,COMPLETE,COMPLETE
25646,0.6666666666666666,1,COMPLETE,COMPLETE
127856,0.9333333333333333,1,COMPLETE,COMPLETE
24945,0.4666666666666667,0,CANCELED,COMPLETE
15548,0.6666666666666666,1,COMPLETE,COMPLETE
135497,0.4666666666666667,0,CANCELED,CANCELED
14114,0.6666666666666666,1,COMPLETE,CANCELED
15363,0.8,1,COMPLETE,CANCELED
91916,0.8666666666666667,1,COMPLETE,COMPLETE
74878,0.8,1,COMPLETE,COMPLETE
139103,0.6,1,COMPLETE,COMPLETE
110730,0.6666666666666666,1,COMPLETE,COMPLETE
144468,0.6,1,COMPLETE,CANCELED
4138,0.6,1,COMPLETE,CANCELED
52559,0.8,1,COMPLETE,CANCELED
40165,0.6666666666666666,1,COMPLETE,COMPLETE
118446,0.6,1,COMPLETE,CANCELED
11627,0.7333333333333333,1,COMPLETE,COMPLETE
105905,0.6666666666666666,1,COMPLETE,COMPLETE
126887,0.6,1,COMPLETE,CANCELED
143473,0.4666666666666667,0,CANCELED,COMPLETE
91780,0.7333333333333333,1,COMPLETE,COMPLETE
60256,0.7333333333333333,1,COMPLETE,CANCELED
85083,0.6666666666666666,1,COMPLETE,CANCELED
67176,0.6,1,COMPLETE,COMPLETE
113771,0.5333333333333333,1,COMPLETE,CANCELED
12374,0.7333333333333333,1,COMPLETE,COMPLETE
97004,0.6666666666666666,1,COMPLETE,COMPLETE
96243,0.0,0,CANCELED,CANCELED
18768,0.6666666666666666,1,COMPLETE,CANCELED
25403,0.6666666666666666,1,COMPLETE,CANCELED
81234,0.6,1,COMPLETE,COMPLETE
42437,0.8,1,COMPLETE,CANCELED
125314,0.7333333333333333,1,COMPLETE,COMPLETE
108019,0.6666666666666666,1,COMPLETE,COMPLETE
81007,0.8666666666666667,1,COMPLETE,CANCELED
6264,0.6666666666666666,1,COMPLETE,COMPLETE
17500,0.6666666666666666,1,COMPLETE,COMPLETE
60426,0.0,0,CANCELED,CANCELED
7259,0.8,1,COMPLETE,COMPLETE
15220,0.7333333333333333,1,COMPLETE,CANCELED
39817,0.8,1,COMPLETE,COMPLETE
110555,0.6666666666666666,1,COMPLETE,COMPLETE
140982,0.7333333333333333,1,COMPLETE,COMPLETE
47620,0.7333333333333333,1,COMPLETE,COMPLETE
120034,0.5333333333333333,1,COMPLETE,COMPLETE
73868,0.6666666666666666,1,COMPLETE,CANCELED
133379,0.7333333333333333,1,COMPLETE,CANCELED
130835,0.6666666666666666,1,COMPLETE,CANCELED
79515,0.7333333333333333,1,COMPLETE,COMPLETE
629,0.5333333333333333,1,COMPLETE,COMPLETE
87582,0.8666666666666667,1,COMPLETE,CANCELED
73810,0.8,1,COMPLETE,COMPLETE
48871,0.8,1,COMPLETE,COMPLETE
105342,0.6666666666666666,1,COMPLETE,COMPLETE
37462,0.8666666666666667,1,COMPLETE,COMPLETE
132441,0.7333333333333333,1,COMPLETE,CANCELED
105510,0.6666666666666666,1,COMPLETE,COMPLETE
72415,0.7333333333333333,1,COMPLETE,COMPLETE
54354,0.7333333333333333,1,COMPLETE,COMPLETE
88704,0.8,1,COMPLETE,COMPLETE
60810,0.8,1,COMPLETE,CANCELED
105328,0.9333333333333333,1,COMPLETE,CANCELED
134358,0.6,1,COMPLETE,CANCELED
85406,0.8,1,COMPLETE,COMPLETE
92073,0.8666666666666667,1,COMPLETE,COMPLETE
101202,0.6666666666666666,1,COMPLETE,COMPLETE
13015,0.6,1,COMPLETE,CANCELED
50682,0.8,1,COMPLETE,COMPLETE
86274,0.6666666666666666,1,COMPLETE,COMPLETE
99839,0.6666666666666666,1,COMPLETE,COMPLETE
44366,0.0,0,CANCELED,CANCELED
134236,0.7333333333333333,1,COMPLETE,COMPLETE
11605,0.5333333333333333,1,COMPLETE,COMPLETE
60612,0.8666666666666667,1,COMPLETE,COMPLETE
143359,0.6,1,COMPLETE,COMPLETE
23313,0.6666666666666666,1,COMPLETE,CANCELED
12517,0.8666666666666667,1,COMPLETE,COMPLETE
41789,0.7333333333333333,1,COMPLETE,COMPLETE
17649,0.8,1,COMPLETE,COMPLETE
53842,0.5333333333333333,1,COMPLETE,COMPLETE
84897,0.4666666666666667,0,CANCELED,COMPLETE
106241,0.6,1,COMPLETE,COMPLETE
84844,0.6666666666666666,1,COMPLETE,CANCELED
80147,0.6666666666666666,1,COMPLETE,COMPLETE
31205,0.6666666666666666,1,COMPLETE,COMPLETE
49426,0.5333333333333333,1,COMPLETE,COMPLETE
83272,0.3333333333333333,0,CANCELED,COMPLETE
96067,0.6666666666666666,1,COMPLETE,CANCELED
138107,0.6666666666666666,1,COMPLETE,COMPLETE
72635,0.7333333333333333,1,COMPLETE,CANCELED
100025,0.7333333333333333,1,COMPLETE,CANCELED
7130,0.6666666666666666,1,COMPLETE,COMPLETE
51214,0.5333333333333333,1,COMPLETE,CANCELED
52538,0.6666666666666666,1,COMPLETE,CANCELED
93861,0.4666666666666667,0,CANCELED,CANCELED
104044,0.9333333333333333,1,COMPLETE,CANCELED
74581,0.6666666666666666,1,COMPLETE,COMPLETE
99096,0.9333333333333333,1,COMPLETE,CANCELED
26665,0.6,1,COMPLETE,CANCELED
19618,0.6,1,COMPLETE,CANCELED
130009,0.6,1,COMPLETE,COMPLETE
72090,0.6666666666666666,1,COMPLETE,CANCELED
95372,0.6666666666666666,1,COMPLETE,CANCELED
147045,0.5333333333333333,1,COMPLETE,COMPLETE
80434,0.8,1,COMPLETE,COMPLETE
111374,0.7333333333333333,1,COMPLETE,COMPLETE
15002,0.5333333333333333,1,COMPLETE,CANCELED
128390,0.6666666666666666,1,COMPLETE,COMPLETE
69783,0.4,0,CANCELED,COMPLETE
69276,0.6666666666666666,1,COMPLETE,CANCELED
133693,0.6,1,COMPLETE,COMPLETE
96753,0.8,1,COMPLETE,COMPLETE
58256,0.7333333333333333,1,COMPLETE,COMPLETE
15952,0.8,1,COMPLETE,COMPLETE
81892,0.4666666666666667,0,CANCELED,COMPLETE
142020,0.6666666666666666,1,COMPLETE,COMPLETE
9832,0.0,0,CANCELED,CANCELED
48258,0.7333333333333333,1,COMPLETE,COMPLETE
135760,0.4666666666666667,0,CANCELED,COMPLETE
143060,0.4666666666666667,0,CANCELED,COMPLETE
109790,0.7333333333333333,1,COMPLETE,COMPLETE
43777,0.8666666666666667,1,COMPLETE,COMPLETE
75832,0.7333333333333333,1,COMPLETE,COMPLETE
99066,0.0,0,CANCELED,CANCELED
146521,0.6,1,COMPLETE,CANCELED
103518,0.7333333333333333,1,COMPLETE,CANCELED
138773,0.6666666666666666,1,COMPLETE,COMPLETE
113623,0.6666666666666666,1,COMPLETE,COMPLETE
99218,0.8,1,COMPLETE,CANCELED
146986,0.8666666666666667,1,COMPLETE,COMPLETE
36949,0.6666666666666666,1,COMPLETE,CANCELED
115987,0.6666666666666666,1,COMPLETE,COMPLETE
25249,0.6,1,COMPLETE,CANCELED
92284,0.6666666666666666,1,COMPLETE,COMPLETE
35729,0.6666666666666666,1,COMPLETE,COMPLETE
33348,0.6666666666666666,1,COMPLETE,COMPLETE
43388,0.6,1,COMPLETE,COMPLETE
10866,0.8,1,COMPLETE,COMPLETE
48965,0.8,1,COMPLETE,COMPLETE
142530,0.6666666666666666,1,COMPLETE,CANCELED
91707,0.6666666666666666,1,COMPLETE,COMPLETE
42406,0.6,1,COMPLETE,COMPLETE
37447,0.6,1,COMPLETE,COMPLETE
74576,0.5333333333333333,1,COMPLETE,COMPLETE
82204,0.6666666666666666,1,COMPLETE,CANCELED
27788,0.6,1,COMPLETE,CANCELED
83319,0.7333333333333333,1,COMPLETE,COMPLETE
35896,0.6666666666666666,1,COMPLETE,COMPLETE
137396,0.6666666666666666,1,COMPLETE,COMPLETE
58695,0.5333333333333333,1,COMPLETE,COMPLETE
44631,0.6666666666666666,1,COMPLETE,COMPLETE
140744,0.8,1,COMPLETE,COMPLETE
111581,0.6666666666666666,1,COMPLETE,CANCELED
23344,0.6666666666666666,1,COMPLETE,COMPLETE
37873,0.7333333333333333,1,COMPLETE,COMPLETE
36683,0.7333333333333333,1,COMPLETE,COMPLETE
149590,0.8666666666666667,1,COMPLETE,COMPLETE
93477,0.6666666666666666,1,COMPLETE,CANCELED
99608,0.6666666666666666,1,COMPLETE,COMPLETE
63064,0.6666666666666666,1,COMPLETE,COMPLETE
106081,0.6666666666666666,1,COMPLETE,COMPLETE
65554,0.0,0,CANCELED,CANCELED
87070,0.6,1,COMPLETE,COMPLETE
4052,0.7333333333333333,1,COMPLETE,COMPLETE
117598,0.6,1,COMPLETE,CANCELED
11903,0.8666666666666667,1,COMPLETE,COMPLETE
81755,0.5333333333333333,1,COMPLETE,COMPLETE
125235,0.6666666666666666,1,COMPLETE,COMPLETE
138598,0.6666666666666666,1,COMPLETE,COMPLETE
30787,0.5333333333333333,1,COMPLETE,COMPLETE
62584,0.5333333333333333,1,COMPLETE,COMPLETE
79175,0.7333333333333333,1,COMPLETE,COMPLETE
59660,0.4666666666666667,0,CANCELED,COMPLETE
77306,0.7333333333333333,1,COMPLETE,COMPLETE
35579,0.7333333333333333,1,COMPLETE,COMPLETE
91575,0.8666666666666667,1,COMPLETE,COMPLETE
136654,0.8666666666666667,1,COMPLETE,COMPLETE
120136,0.6666666666666666,1,COMPLETE,CANCELED
146731,0.6,1,COMPLETE,COMPLETE
125992,0.6,1,COMPLETE,COMPLETE
64914,0.6,1,COMPLETE,COMPLETE
84090,0.7333333333333333,1,COMPLETE,COMPLETE
140740,0.7333333333333333,1,COMPLETE,COMPLETE
33446,0.5333333333333333,1,COMPLETE,COMPLETE
64021,0.5333333333333333,1,COMPLETE,COMPLETE
124335,0.8,1,COMPLETE,COMPLETE
54443,0.6666666666666666,1,COMPLETE,CANCELED
58683,0.6,1,COMPLETE,COMPLETE
120266,0.7333333333333333,1,COMPLETE,COMPLETE
57135,0.8666666666666667,1,COMPLETE,COMPLETE
3624,0.8,1,COMPLETE,COMPLETE
40297,0.8,1,COMPLETE,COMPLETE
73202,0.5333333333333333,1,COMPLETE,CANCELED
79569,0.7333333333333333,1,COMPLETE,COMPLETE
105106,0.8,1,COMPLETE,CANCELED
136177,0.7333333333333333,1,COMPLETE,CANCELED
25541,0.6666666666666666,1,COMPLETE,CANCELED
144942,0.6,1,COMPLETE,CANCELED
58467,0.7333333333333333,1,COMPLETE,COMPLETE
64983,0.6666666666666666,1,COMPLETE,COMPLETE
58336,0.8,1,COMPLETE,COMPLETE
21800,0.9333333333333333,1,COMPLETE,CANCELED
130306,0.8,1,COMPLETE,COMPLETE
115769,0.7333333333333333,1,COMPLETE,COMPLETE
51322,0.6666666666666666,1,COMPLETE,CANCELED
127349,0.6,1,COMPLETE,COMPLETE
138720,0.7333333333333333,1,COMPLETE,COMPLETE
63522,0.8,1,COMPLETE,COMPLETE
91331,0.6,1,COMPLETE,COMPLETE
15419,0.5333333333333333,1,COMPLETE,COMPLETE
111919,0.6,1,COMPLETE,COMPLETE
148975,0.6666666666666666,1,COMPLETE,COMPLETE
66800,0.6666666666666666,1,COMPLETE,CANCELED
56257,0.4666666666666667,0,CANCELED,COMPLETE
55597,0.8,1,COMPLETE,COMPLETE
78358,0.6666666666666666,1,COMPLETE,COMPLETE
127763,0.7333333333333333,1,COMPLETE,CANCELED
68092,0.5333333333333333,1,COMPLETE,COMPLETE
134988,0.4,0,CANCELED,COMPLETE
114742,0.7333333333333333,1,COMPLETE,CANCELED
3814,0.6,1,COMPLETE,COMPLETE
7685,0.7333333333333333,1,COMPLETE,COMPLETE
53400,0.5333333333333333,1,COMPLETE,CANCELED
75445,0.6,1,COMPLETE,COMPLETE
122347,0.8,1,COMPLETE,COMPLETE
93475,0.6,1,COMPLETE,CANCELED
61472,0.8,1,COMPLETE,COMPLETE
120690,0.6666666666666666,1,COMPLETE,COMPLETE
833,0.8666666666666667,1,COMPLETE,CANCELED
53689,0.6,1,COMPLETE,COMPLETE
100441,0.6666666666666666,1,COMPLETE,COMPLETE
125280,0.8,1,COMPLETE,COMPLETE
94636,0.6,1,COMPLETE,CANCELED
7220,0.6666666666666666,1,COMPLETE,CANCELED
20376,0.8,1,COMPLETE,CANCELED
6108,0.7333333333333333,1,COMPLETE,COMPLETE
11882,0.8,1,COMPLETE,COMPLETE
19920,0.6666666666666666,1,COMPLETE,CANCELED
123338,0.7333333333333333,1,COMPLETE,CANCELED
150355,0.6666666666666666,1,COMPLETE,COMPLETE
142805,0.8666666666666667,1,COMPLETE,COMPLETE
58852,0.6,1,COMPLETE,COMPLETE
11437,0.9333333333333333,1,COMPLETE,COMPLETE
103365,0.6666666666666666,1,COMPLETE,COMPLETE
97039,0.9333333333333333,1,COMPLETE,COMPLETE
91442,0.4666666666666667,0,CANCELED,COMPLETE
24129,0.6666666666666666,1,COMPLETE,COMPLETE
9222,0.0,0,CANCELED,CANCELED
87226,0.8,1,COMPLETE,COMPLETE
90598,0.8666666666666667,1,COMPLETE,CANCELED
42723,0.26666666666666666,0,CANCELED,CANCELED
9637,0.6,1,COMPLETE,CANCELED
147913,0.8,1,COMPLETE,COMPLETE
19228,0.4666666666666667,0,CANCELED,CANCELED
93799,0.8,1,COMPLETE,CANCELED
27451,0.7333333333333333,1,COMPLETE,CANCELED
78619,0.6666666666666666,1,COMPLETE,CANCELED
7611,0.5333333333333333,1,COMPLETE,CANCELED
85768,0.7333333333333333,1,COMPLETE,COMPLETE
145934,0.7333333333333333,1,COMPLETE,CANCELED
128481,0.7333333333333333,1,COMPLETE,COMPLETE
14792,0.6666666666666666,1,COMPLETE,CANCELED
36253,0.6666666666666666,1,COMPLETE,COMPLETE
25250,0.8666666666666667,1,COMPLETE,CANCELED
52586,0.7333333333333333,1,COMPLETE,CANCELED
19179,0.8,1,COMPLETE,CANCELED
92164,0.5333333333333333,1,COMPLETE,COMPLETE
95443,0.4666666666666667,0,CANCELED,CANCELED
124614,0.5333333333333333,1,COMPLETE,COMPLETE
150126,0.6666666666666666,1,COMPLETE,COMPLETE
132160,0.6,1,COMPLETE,CANCELED
11338,0.7333333333333333,1,COMPLETE,COMPLETE
65637,0.7333333333333333,1,COMPLETE,COMPLETE
111162,0.8,1,COMPLETE,CANCELED
83028,0.8,1,COMPLETE,CANCELED
134608,0.5333333333333333,1,COMPLETE,COMPLETE
36233,0.8,1,COMPLETE,COMPLETE
137203,0.8,1,COMPLETE,COMPLETE
3581,0.7333333333333333,1,COMPLETE,CANCELED
70982,0.6666666666666666,1,COMPLETE,COMPLETE
134545,0.6666666666666666,1,COMPLETE,CANCELED
2950,0.9333333333333333,1,COMPLETE,COMPLETE
102395,0.4,0,CANCELED,CANCELED
52532,0.4,0,CANCELED,COMPLETE
57874,0.8,1,COMPLETE,CANCELED
82448,0.8,1,COMPLETE,COMPLETE
67604,0.6666666666666666,1,COMPLETE,CANCELED
47723,0.8,1,COMPLETE,COMPLETE
25012,0.5333333333333333,1,COMPLETE,COMPLETE
51378,0.8666666666666667,1,COMPLETE,COMPLETE
150605,0.7333333333333333,1,COMPLETE,COMPLETE
93184,0.7333333333333333,1,COMPLETE,COMPLETE
25036,0.4666666666666667,0,CANCELED,COMPLETE
56992,0.4666666666666667,0,CANCELED,COMPLETE
51957,0.7333333333333333,1,COMPLETE,COMPLETE
118080,0.8666666666666667,1,COMPLETE,CANCELED
138995,0.5333333333333333,1,COMPLETE,COMPLETE
79511,0.6666666666666666,1,COMPLETE,COMPLETE
